delivery_person_age,delivery_person_ratings,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,time_orderd,time_order_picked,weatherconditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city,time_takenmin,pickup_delay_min,distance_km,order_hour,is_peak_hour,traffic_score,weather_score,vehicle_electric_scooter,vehicle_motorcycle,vehicle_scooter,city_metropolitian,city_nan,city_semi-urban,city_urban,order_buffet,order_drinks,order_meal,order_snack,is_multi_delivery,experience_score
37,5.0,11.003669,76.976494,11.013669,76.986494,1900-01-01 08:20:06,1900-01-01 08:33:37,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,20,13.516666666666667,1.5581322655562497,8,0,1,5,False,True,False,True,False,False,False,False,False,False,True,1,185.0
33,4.3,12.986047,80.218114,13.116047,80.348114,1900-01-01 19:35:34,1900-01-01 19:49:07,windy,jam,2,meal,scooter,1.0,no,metropolitian,39,13.55,20.18063511411397,19,1,4,2,False,False,True,True,False,False,False,False,False,True,False,1,141.9
25,4.0,19.221315,72.862381,19.261315,72.902381,1900-01-01 12:26:13,1900-01-01 12:33:59,cloudy,high,1,buffet,motorcycle,1.0,no,metropolitian,34,7.766666666666667,6.116971669681921,12,1,3,1,False,True,False,True,False,False,False,True,False,False,False,1,100.0
29,4.5,13.005801,80.250744,13.115801,80.360744,1900-01-01 18:40:25,1900-01-01 18:52:03,sunny,medium,2,meal,electric_scooter,1.0,no,metropolitian,15,11.633333333333333,17.075594401072465,18,0,2,0,True,False,False,True,False,False,False,False,False,True,False,1,130.5
27,5.0,26.849596,75.800512,26.879596,75.830512,1900-01-01 20:40:23,1900-01-01 20:41:04,stormy,jam,0,snack,motorcycle,0.0,no,urban,18,0.6833333333333333,4.47028648943395,20,1,4,4,False,True,False,False,False,False,True,False,False,False,True,0,135.0
35,4.3,21.160522,72.771477,21.250522,72.861477,1900-01-01 23:24:56,1900-01-01 23:34:52,cloudy,low,1,drinks,scooter,0.0,no,metropolitian,38,9.933333333333334,13.682044526080338,23,0,1,1,False,False,True,True,False,False,False,False,True,False,False,0,150.5
32,4.0,12.934179,77.615797,13.024179,77.705797,1900-01-01 21:21:18,1900-01-01 21:39:19,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,47,18.016666666666666,13.97318265391717,21,1,4,2,False,True,False,True,False,False,False,True,False,False,False,1,128.0
23,4.8,18.51421,73.838429,18.62421,73.948429,1900-01-01 23:40:05,1900-01-01 23:45:01,windy,low,2,buffet,electric_scooter,0.0,no,urban,12,4.933333333333334,16.85361872985407,23,0,1,2,True,False,False,False,False,False,True,True,False,False,False,0,110.39999999999999
31,4.8,11.022477,76.995667,11.052477,77.025667,1900-01-01 22:37:24,1900-01-01 22:51:40,sandstorms,low,2,drinks,motorcycle,1.0,no,metropolitian,26,14.266666666666667,4.674172124263596,22,1,1,5,False,True,False,True,False,False,False,False,True,False,False,1,148.79999999999998
36,4.1,21.160437,72.774209,21.210437,72.824209,1900-01-01 22:36:13,1900-01-01 22:42:16,stormy,low,0,drinks,motorcycle,1.0,no,urban,22,6.05,7.601616771071131,22,1,1,4,False,True,False,False,False,False,True,False,True,False,False,1,147.6
26,4.3,15.51315,73.78346,15.56315,73.83346,1900-01-01 23:29:28,1900-01-01 23:35:18,sandstorms,low,0,buffet,motorcycle,0.0,no,urban,21,5.833333333333333,7.720324413180035,23,0,1,5,False,True,False,False,False,False,True,True,False,False,False,0,111.8
32,4.6,18.563934,73.915367,18.693935,74.045367,1900-01-01 22:36:45,1900-01-01 22:46:34,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,30,9.816666666666666,19.91468696554527,22,1,1,1,False,False,True,True,False,False,False,False,True,False,False,1,147.2
33,4.9,18.55144,73.804855,18.62144,73.874855,1900-01-01 18:57:18,1900-01-01 19:11:00,sunny,medium,1,snack,motorcycle,1.0,no,metropolitian,22,13.7,10.724517748045963,18,0,2,0,False,True,False,True,False,False,False,False,False,False,True,1,161.70000000000002
20,4.7,18.593481,73.785901,18.633481,73.825901,1900-01-01 14:19:29,1900-01-01 14:27:43,windy,high,1,snack,scooter,0.0,no,urban,10,8.233333333333333,6.127835452843913,14,1,3,2,False,False,True,False,False,False,True,False,False,False,True,0,94.0
20,4.8,21.173343,72.792731,21.183343,72.802731,1900-01-01 11:00:54,1900-01-01 11:12:14,sandstorms,low,2,meal,scooter,1.0,no,metropolitian,19,11.333333333333334,1.5203573134015247,11,0,1,5,False,False,True,True,False,False,False,False,False,True,False,1,96.0
35,5.0,17.451976,78.385883,17.471976,78.405883,1900-01-01 09:49:54,1900-01-01 09:57:09,sunny,low,2,snack,scooter,1.0,no,urban,11,7.25,3.0734537599374083,9,0,1,0,False,False,True,False,False,False,True,False,False,False,True,1,175.0
26,4.9,12.972532,77.608179,12.992532,77.628179,1900-01-01 08:41:46,1900-01-01 08:58:26,stormy,low,2,buffet,scooter,0.0,no,metropolitian,11,16.666666666666668,3.10513147754577,8,0,1,4,False,False,True,True,False,False,False,True,False,False,False,0,127.4
22,4.8,12.972532,77.608179,13.042532,77.678179,1900-01-01 23:02:19,1900-01-01 23:12:02,fog,low,1,snack,motorcycle,1.0,no,metropolitian,28,9.716666666666667,10.86742683448041,23,0,1,3,False,True,False,True,False,False,False,False,False,False,True,1,105.6
35,4.3,13.064181,80.236442,13.134181,80.306442,1900-01-01 17:25:56,1900-01-01 17:33:18,cloudy,medium,1,snack,motorcycle,1.0,no,metropolitian,33,7.366666666666666,10.865464603780305,17,0,2,1,False,True,False,True,False,False,False,False,False,False,True,1,150.5
37,4.7,21.149569,72.772697,21.239569,72.862697,1900-01-01 19:49:09,1900-01-01 19:53:08,sandstorms,jam,0,snack,motorcycle,3.0,no,metropolitian,52,3.9833333333333334,13.682516298591963,19,1,4,5,False,True,False,True,False,False,False,False,False,False,True,1,173.9
28,4.6,19.091458,72.827808,19.201458,72.937808,1900-01-01 19:11:20,1900-01-01 19:28:23,stormy,jam,1,snack,scooter,1.0,no,metropolitian,22,17.05,16.826241648658563,19,1,4,4,False,False,True,True,False,False,False,False,False,False,True,1,128.79999999999998
37,4.9,22.539129,88.365507,22.559129,88.385507,1900-01-01 11:00:23,1900-01-01 11:02:20,fog,low,1,snack,scooter,1.0,no,urban,16,1.95,3.0272369309751475,11,0,1,3,False,False,True,False,False,False,True,False,False,False,True,1,181.3
23,4.9,19.221315,72.862381,19.281315,72.922381,1900-01-01 21:43:14,1900-01-01 21:49:07,sunny,jam,2,drinks,electric_scooter,0.0,no,metropolitian,11,5.883333333333334,9.175193844437283,21,1,4,0,True,False,False,True,False,False,False,False,True,False,False,0,112.7
27,4.9,12.970324,77.645748,13.030324,77.705748,1900-01-01 19:05:13,1900-01-01 19:19:07,windy,medium,1,drinks,scooter,1.0,no,metropolitian,25,13.9,9.315069177421467,19,1,2,2,False,False,True,True,False,False,False,False,True,False,False,1,132.3
37,4.8,13.064181,80.236442,13.104181,80.276442,1900-01-01 16:46:54,1900-01-01 16:56:06,cloudy,medium,0,drinks,motorcycle,1.0,no,urban,26,9.2,6.209021101535329,16,0,2,1,False,True,False,False,False,False,True,False,True,False,False,1,177.6
33,5.0,21.175975,72.795503,21.185975,72.805503,1900-01-01 11:34:46,1900-01-01 11:42:39,sunny,high,2,snack,scooter,1.0,no,metropolitian,18,7.883333333333334,1.5203447277394997,11,0,3,0,False,False,True,True,False,False,False,False,False,False,True,1,165.0
31,4.9,23.369746,85.33982,23.409746,85.37982,1900-01-01 15:11:26,1900-01-01 15:17:44,fog,medium,1,snack,motorcycle,1.0,no,metropolitian,16,6.3,6.037225392444489,15,0,2,3,False,True,False,True,False,False,False,False,False,False,True,1,151.9
31,4.8,12.914264,77.6784,13.024264,77.7884,1900-01-01 22:49:59,1900-01-01 22:58:25,stormy,low,2,drinks,scooter,1.0,no,metropolitian,23,8.433333333333334,17.078665498349924,22,1,1,4,False,False,True,True,False,False,False,False,True,False,False,1,148.79999999999998
28,4.8,11.003681,76.975525,11.083681,77.055525,1900-01-01 20:46:06,1900-01-01 20:56:05,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,36,9.983333333333333,12.464329297636855,20,1,4,5,False,True,False,True,False,False,False,False,True,False,False,1,134.4
31,4.7,21.173343,72.792731,21.233343,72.852731,1900-01-01 22:51:51,1900-01-01 23:06:11,cloudy,low,2,snack,motorcycle,0.0,no,metropolitian,16,14.333333333333334,9.12142598198074,22,1,1,1,False,True,False,True,False,False,False,False,False,False,True,0,145.70000000000002
24,4.7,10.96185,76.971082,11.05185,77.061082,1900-01-01 17:56:54,1900-01-01 18:04:20,sunny,medium,0,buffet,motorcycle,0.0,no,urban,19,7.433333333333334,14.02323208308413,17,0,2,0,False,True,False,False,False,False,True,True,False,False,False,0,112.80000000000001
39,4.6,27.165108,78.015053,27.255108,78.105053,1900-01-01 22:48:27,1900-01-01 23:00:58,sunny,low,1,snack,motorcycle,1.0,no,metropolitian,27,12.516666666666667,13.392612276663753,22,1,1,0,False,True,False,True,False,False,False,False,False,False,True,1,179.39999999999998
32,4.5,26.88842,75.800689,26.89842,75.810689,1900-01-01 09:30:55,1900-01-01 09:40:53,windy,low,2,buffet,scooter,0.0,no,nan,20,9.966666666666667,1.4899271643867567,9,0,1,2,False,False,True,False,True,False,False,True,False,False,False,0,144.0
25,4.8,26.913987,75.752891,26.993987,75.832891,1900-01-01 22:27:52,1900-01-01 22:37:54,sandstorms,low,1,drinks,scooter,0.0,no,urban,18,10.033333333333333,11.916582838287255,22,1,1,5,False,False,True,False,False,False,True,False,True,False,False,0,120.0
33,4.9,12.3085,76.665808,12.3385,76.695808,1900-01-01 21:56:59,1900-01-01 22:02:35,sunny,jam,2,drinks,scooter,0.0,no,metropolitian,22,5.6,4.663566689152346,21,1,4,0,False,False,True,True,False,False,False,False,True,False,False,0,161.70000000000002
30,4.4,21.183434,72.814492,21.253434,72.884492,1900-01-01 22:43:00,1900-01-01 22:58:43,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,34,15.716666666666667,10.641157729337486,22,1,1,1,False,False,True,True,False,False,False,False,True,False,False,1,132.0
33,5.0,19.254567,72.848923,19.364567,72.958923,1900-01-01 23:53:18,1900-01-01 23:55:02,sandstorms,low,0,buffet,motorcycle,0.0,no,urban,24,1.7333333333333334,16.818368923733058,23,0,1,5,False,True,False,False,False,False,True,True,False,False,False,0,165.0
36,4.9,18.55144,73.804855,18.59144,73.844855,1900-01-01 15:26:14,1900-01-01 15:40:45,fog,medium,2,drinks,scooter,1.0,no,metropolitian,17,14.516666666666667,6.128551257918874,15,0,2,3,False,False,True,True,False,False,False,False,True,False,False,1,176.4
21,4.8,25.449659,81.839744,25.469659,81.859744,1900-01-01 10:22:51,1900-01-01 10:32:33,sandstorms,low,2,meal,electric_scooter,0.0,no,metropolitian,14,9.7,2.996250036666747,10,0,1,5,True,False,False,True,False,False,False,False,False,True,False,0,100.8
39,4.9,30.372202,78.077151,30.422202,78.127151,1900-01-01 20:56:26,1900-01-01 21:04:11,stormy,jam,2,meal,motorcycle,1.0,no,metropolitian,30,7.75,7.342175722857832,20,1,4,4,False,True,False,True,False,False,False,False,False,True,False,1,191.10000000000002
39,4.6,12.972793,80.249982,13.062793,80.339982,1900-01-01 20:15:09,1900-01-01 20:18:57,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,36,3.8,13.972123977178395,20,1,4,1,False,False,True,True,False,False,False,False,False,False,True,1,179.39999999999998
22,4.7,21.157735,72.768778,21.197735,72.808778,1900-01-01 12:15:28,1900-01-01 12:17:50,sunny,high,1,buffet,scooter,1.0,no,urban,18,2.3666666666666667,6.0814407970077005,12,1,3,0,False,False,True,False,False,False,True,True,False,False,False,1,103.4
32,4.6,21.186438,72.794115,21.226438,72.834115,1900-01-01 15:34:13,1900-01-01 15:46:25,fog,medium,1,meal,scooter,0.0,no,metropolitian,17,12.2,6.080891507841841,15,0,2,3,False,False,True,True,False,False,False,False,False,True,False,0,147.2
35,4.1,13.064181,80.236442,13.154181,80.326442,1900-01-01 20:28:18,1900-01-01 20:43:18,sandstorms,jam,1,buffet,motorcycle,2.0,no,metropolitian,37,15.0,13.969606427684226,20,1,4,5,False,True,False,True,False,False,False,True,False,False,False,1,143.5
39,4.6,12.933298,77.614293,13.023298,77.704293,1900-01-01 20:51:04,1900-01-01 21:02:49,fog,jam,1,drinks,scooter,2.0,no,metropolitian,44,11.75,13.97320677313832,20,1,4,3,False,False,True,True,False,False,False,False,True,False,False,1,179.39999999999998
34,4.7,22.311358,73.164798,22.351358,73.204798,1900-01-01 12:37:58,1900-01-01 12:46:06,windy,high,2,drinks,electric_scooter,1.0,no,metropolitian,28,8.133333333333333,6.058853851668898,12,1,3,2,True,False,False,True,False,False,False,False,True,False,False,1,159.8
27,4.7,12.934365,77.616155,13.044365,77.726155,1900-01-01 21:04:23,1900-01-01 21:17:20,cloudy,jam,2,snack,scooter,1.0,no,metropolitian,42,12.95,17.07799287216156,21,1,4,1,False,False,True,True,False,False,False,False,False,False,True,1,126.9
25,4.4,13.086438,80.220672,13.196438,80.330672,1900-01-01 18:20:12,1900-01-01 18:24:34,cloudy,medium,2,snack,scooter,1.0,no,metropolitian,39,4.366666666666666,17.07287190639919,18,0,2,1,False,False,True,True,False,False,False,False,False,False,True,1,110.00000000000001
25,4.7,19.254567,72.848923,19.364567,72.958923,1900-01-01 18:24:02,1900-01-01 18:29:55,stormy,medium,0,meal,motorcycle,0.0,no,urban,20,5.883333333333334,16.818368923733058,18,0,2,4,False,True,False,False,False,False,True,False,False,True,False,0,117.5
30,5.0,26.913483,75.803139,26.933483,75.823139,1900-01-01 11:49:55,1900-01-01 11:53:00,stormy,high,1,buffet,motorcycle,1.0,no,metropolitian,31,3.0833333333333335,2.9795028505763823,11,0,3,4,False,True,False,True,False,False,False,True,False,False,False,1,150.0
24,4.6,17.411028,78.329645,17.471028,78.389645,1900-01-01 20:46:50,1900-01-01 20:59:35,stormy,jam,1,buffet,motorcycle,0.0,no,metropolitian,13,12.75,9.22086597503729,20,1,4,4,False,True,False,True,False,False,False,True,False,False,False,0,110.39999999999999
39,4.8,18.516216,73.842527,18.566216,73.892527,1900-01-01 21:57:59,1900-01-01 22:13:18,stormy,jam,1,meal,motorcycle,0.0,no,metropolitian,28,15.316666666666666,7.66133113422064,21,1,4,4,False,True,False,True,False,False,False,False,False,True,False,0,187.2
25,4.8,15.5696,73.742294,15.6096,73.782294,1900-01-01 12:47:18,1900-01-01 12:52:18,windy,high,1,snack,scooter,1.0,no,urban,19,5.0,6.175516093406556,12,1,3,2,False,False,True,False,False,False,True,False,False,False,True,1,120.0
37,4.6,19.876428,75.364792,19.956428,75.444792,1900-01-01 23:32:58,1900-01-01 23:49:25,fog,low,0,buffet,motorcycle,2.0,yes,urban,42,16.45,12.209856560906877,23,0,1,3,False,True,False,False,False,False,True,True,False,False,False,1,170.2
24,5.0,12.939496,77.625999,12.949496,77.635999,1900-01-01 10:52:13,1900-01-01 10:58:51,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,23,6.633333333333334,1.5526813140975844,10,0,1,3,False,True,False,True,False,False,False,False,True,False,False,1,120.0
25,4.2,17.433809,78.386744,17.543809,78.496744,1900-01-01 21:28:33,1900-01-01 21:44:19,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,39,15.766666666666667,16.902806732498597,21,1,4,4,False,True,False,True,False,False,False,False,False,True,False,1,105.0
32,4.6,23.374878,85.335739,23.384878,85.345739,1900-01-01 10:13:03,1900-01-01 10:23:07,stormy,low,2,drinks,motorcycle,1.0,no,metropolitian,25,10.066666666666666,1.5093577696342253,10,0,1,4,False,True,False,True,False,False,False,False,True,False,False,1,147.2
34,4.7,27.163303,78.057044,27.233303,78.127044,1900-01-01 23:04:00,1900-01-01 23:08:59,sandstorms,low,1,drinks,scooter,0.0,no,metropolitian,15,4.983333333333333,10.416963824321542,23,0,1,5,False,False,True,True,False,False,False,False,True,False,False,0,159.8
38,4.9,22.74806,75.8934,22.76806,75.9134,1900-01-01 08:43:53,1900-01-01 08:58:17,cloudy,low,2,drinks,scooter,1.0,no,urban,15,14.4,3.0251186390180176,8,0,1,1,False,False,True,False,False,False,True,False,True,False,False,1,186.20000000000002
36,4.8,26.891191,75.802083,26.981191,75.892083,1900-01-01 17:51:09,1900-01-01 17:58:57,sunny,medium,2,buffet,electric_scooter,0.0,no,metropolitian,15,7.8,13.407092693002163,17,0,2,0,True,False,False,True,False,False,False,True,False,False,False,0,172.79999999999998
25,5.0,21.160437,72.774209,21.270437,72.884209,1900-01-01 20:29:32,1900-01-01 20:40:33,stormy,jam,1,meal,motorcycle,0.0,no,metropolitian,15,11.016666666666667,16.721976048741656,20,1,4,4,False,True,False,True,False,False,False,False,False,True,False,0,125.0
29,5.0,12.316967,76.603067,12.366967,76.653067,1900-01-01 22:23:15,1900-01-01 22:25:03,sunny,low,0,drinks,motorcycle,0.0,no,metropolitian,18,1.8,7.772343594464188,22,1,1,0,False,True,False,True,False,False,False,False,True,False,False,0,145.0
36,4.7,18.927584,72.832585,19.017584,72.922585,1900-01-01 23:44:35,1900-01-01 23:50:57,sandstorms,low,2,drinks,electric_scooter,0.0,no,metropolitian,29,6.366666666666666,13.773737657079213,23,0,1,5,True,False,False,True,False,False,False,False,True,False,False,0,169.20000000000002
33,4.7,11.022298,76.998349,11.072298,77.048349,1900-01-01 23:29:14,1900-01-01 23:33:22,fog,low,0,snack,motorcycle,0.0,no,metropolitian,20,4.133333333333334,7.790158927085036,23,0,1,3,False,True,False,True,False,False,False,False,False,False,True,0,155.1
36,4.4,12.325461,76.632278,12.365461,76.672278,1900-01-01 12:40:37,1900-01-01 12:56:06,cloudy,high,2,meal,scooter,1.0,no,metropolitian,39,15.483333333333333,6.217834398579603,12,1,3,1,False,False,True,True,False,False,False,False,False,True,False,1,158.4
21,4.8,18.530963,73.828972,18.640963,73.938972,1900-01-01 23:30:43,1900-01-01 23:49:25,windy,low,0,snack,motorcycle,0.0,no,metropolitian,19,18.7,16.852834881459735,23,0,1,2,False,True,False,True,False,False,False,False,False,False,True,0,100.8
23,4.8,19.1813,72.836191,19.3113,72.966191,1900-01-01 22:50:16,1900-01-01 23:00:50,windy,low,0,meal,motorcycle,0.0,no,metropolitian,17,10.566666666666666,19.87987067737402,22,1,1,2,False,True,False,True,False,False,False,False,False,True,False,0,110.39999999999999
25,4.6,11.022477,76.995667,11.032477,77.005667,1900-01-01 10:27:52,1900-01-01 10:40:03,stormy,low,2,snack,motorcycle,1.0,no,urban,15,12.183333333333334,1.5580833985943423,10,0,1,4,False,True,False,False,False,False,True,False,False,False,True,1,114.99999999999999
24,4.3,22.727021,75.884167,22.747021,75.904167,1900-01-01 08:46:34,1900-01-01 09:04:39,sandstorms,low,0,meal,motorcycle,0.0,no,urban,19,18.083333333333332,3.0253327061731827,8,0,1,5,False,True,False,False,False,False,True,False,False,True,False,0,103.19999999999999
27,4.6,12.979166,77.640709,13.069166,77.730709,1900-01-01 21:27:34,1900-01-01 21:43:14,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,29,15.666666666666666,13.971948960174704,21,1,4,5,False,True,False,True,False,False,False,True,False,False,False,1,124.19999999999999
23,4.8,18.994237,72.825553,19.104237,72.935553,1900-01-01 22:35:26,1900-01-01 22:42:56,cloudy,low,2,snack,scooter,1.0,no,urban,22,7.5,16.830905551931515,22,1,1,1,False,False,True,False,False,False,True,False,False,False,True,1,110.39999999999999
21,4.3,12.284747,76.625861,12.414747,76.755861,1900-01-01 20:12:18,1900-01-01 20:22:44,fog,jam,1,drinks,scooter,0.0,no,metropolitian,42,10.433333333333334,20.20779793335838,20,1,4,3,False,False,True,True,False,False,False,False,True,False,False,0,90.3
27,4.7,21.175975,72.795503,21.195975,72.815503,1900-01-01 10:55:59,1900-01-01 11:13:26,sandstorms,low,2,snack,scooter,0.0,no,urban,12,17.45,3.040641621538215,10,0,1,5,False,False,True,False,False,False,True,False,False,False,True,0,126.9
32,4.2,11.000762,76.981876,11.130762,77.111876,1900-01-01 20:35:51,1900-01-01 20:47:11,cloudy,jam,1,snack,motorcycle,1.0,no,metropolitian,38,11.333333333333334,20.253785359470154,20,1,4,1,False,True,False,True,False,False,False,False,False,False,True,1,134.4
25,4.6,21.173343,72.792731,21.283343,72.902731,1900-01-01 23:20:56,1900-01-01 23:35:10,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,23,14.233333333333333,16.721296009802852,23,0,1,0,False,True,False,True,False,False,False,False,True,False,False,1,114.99999999999999
39,4.7,26.479108,80.315042,26.499108,80.335042,1900-01-01 10:38:50,1900-01-01 10:54:41,cloudy,low,1,meal,scooter,0.0,no,metropolitian,15,15.85,2.984550789786577,10,0,1,1,False,False,True,True,False,False,False,False,False,True,False,0,183.3
27,4.6,21.175104,72.804342,21.255104,72.884342,1900-01-01 23:50:38,1900-01-01 23:52:38,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,24,2.0,12.161450531436996,23,0,1,0,False,True,False,True,False,False,False,False,False,False,True,1,124.19999999999999
39,3.8,19.176269,72.836721,19.286269,72.946721,1900-01-01 19:56:42,1900-01-01 20:04:01,windy,jam,1,drinks,motorcycle,0.0,no,metropolitian,37,7.316666666666666,16.822155609316784,19,1,4,2,False,True,False,True,False,False,False,False,True,False,False,0,148.2
